Order Number,Line Item,Order Date,Delivery Date,CustomerKey,StoreKey,ProductKey,Quantity,Currency Code
1225002,2,2018-09-05,,435755,19,440,1,EUR
1225003,1,2018-09-05,,851776,33,2054,1,EUR
1225004,1,2018-09-05,,1713950,56,2056,1,USD
1225004,2,2018-09-05,,1713950,56,188,1,USD
1225004,3,2018-09-05,,1713950,56,1435,3,USD
1225006,1,2018-09-05,,1621832,61,766,3,USD
1225006,2,2018-09-05,,1621832,61,2411,6,USD
1225006,3,2018-09-05,,1621832,61,434,8,USD
1225006,4,2018-09-05,,1621832,61,1757,3,USD
1225008,1,2018-09-05,,1742787,50,605,2,USD
1225008,2,2018-09-05,,1742787,50,1561,6,USD
1225008,3,2018-09-05,,1742787,50,1603,1,USD
1225008,4,2018-09-05,,1742787,50,1350,3,USD
1225008,5,2018-09-05,,1742787,50,1567,4,USD
1225008,6,2018-09-05,,1742787,50,1572,3,USD
1225009,1,2018-09-05,5/15/2018,319845,0,1712,5,CAD
1225010,1,2018-09-05,,1582099,56,1581,3,USD
1225010,2,2018-09-05,,1582099,56,1414,6,USD
1225010,3,2018-09-05,,1582099,56,438,3,USD
1225010,4,2018-09-05,,1582099,56,525,6,USD
1225011,1,2018-09-05,,1384111,45,1495,1,USD
1225011,2,2018-09-05,,1384111,45,92,2,USD
1225011,3,2018-09-05,,1384111,45,46,4,USD
1225011,4,2018-09-05,,1384111,45,1164,2,USD
1225011,5,2018-09-05,,1384111,45,418,1,USD
1225012,1,2018-09-05,,831208,34,741,4,EUR
1225012,2,2018-09-05,,831208,34,1597,3,EUR
1225012,3,2018-09-05,,831208,34,56,3,EUR
1225012,4,2018-09-05,,831208,34,1438,1,EUR
1225013,1,2018-09-05,,1382192,64,1853,2,USD
1225014,1,2018-09-05,,546334,20,71,4,EUR
1225015,1,2018-09-05,,526271,23,993,2,EUR
1225016,1,2018-09-05,,1654125,57,299,2,USD
1225016,2,2018-09-05,,1654125,57,900,6,USD
1225017,1,2018-09-05,,367753,8,1691,3,CAD
1225017,2,2018-09-05,,367753,8,1576,1,CAD
1225017,3,2018-09-05,,367753,8,779,3,CAD
1226000,1,2018-10-05,,1143517,42,1487,5,GBP
1226001,1,2018-10-05,,744459,30,416,2,EUR
1226001,2,2018-10-05,,744459,30,452,4,EUR
1226001,3,2018-10-05,,744459,30,452,1,EUR
1226001,4,2018-10-05,,744459,30,1536,4,EUR
1226003,1,2018-10-05,,85974,5,1646,2,AUD
1226003,2,2018-10-05,,85974,5,2087,2,AUD
1226004,1,2018-10-05,,1996781,59,441,2,USD
1226004,2,2018-10-05,,1996781,59,1469,6,USD
1226004,3,2018-10-05,,1996781,59,1605,5,USD
1226005,1,2018-10-05,05-12-2018,422854,0,1590,4,EUR
1226005,2,2018-10-05,05-12-2018,422854,0,434,2,EUR
1226005,3,2018-10-05,05-12-2018,422854,0,443,3,EUR
1226005,4,2018-10-05,05-12-2018,422854,0,899,8,EUR
1226006,1,2018-10-05,,1548927,55,574,3,USD
1226006,2,2018-10-05,,1548927,55,502,4,USD
1226007,1,2018-10-05,,104456,5,109,8,AUD
1226007,2,2018-10-05,,104456,5,1590,1,AUD
1226008,1,2018-10-05,,943159,42,2507,1,GBP
1226008,2,2018-10-05,,943159,42,104,1,GBP
1226008,4,2018-10-05,,943159,42,1416,3,GBP
1226008,5,2018-10-05,,943159,42,578,8,GBP
1226008,6,2018-10-05,,943159,42,1604,1,GBP
1226008,7,2018-10-05,,943159,42,2099,1,GBP
1226009,1,2018-10-05,,345910,8,1415,3,CAD
1226009,2,2018-10-05,,345910,8,456,2,CAD
1226009,3,2018-10-05,,345910,8,2107,3,CAD
1226009,4,2018-10-05,,345910,8,855,2,CAD
1226010,1,2018-10-05,5/14/2018,1463375,0,1454,1,USD
1226010,2,2018-10-05,5/14/2018,1463375,0,481,2,USD
1226010,3,2018-10-05,5/14/2018,1463375,0,374,3,USD
1226011,1,2018-10-05,,209628,10,64,7,CAD
1226013,1,2018-10-05,,251282,8,1427,1,CAD
1226013,2,2018-10-05,,251282,8,1152,8,CAD
1226013,3,2018-10-05,,251282,8,101,6,CAD
1226014,1,2018-10-05,5/15/2018,769090,0,1547,4,EUR
1226015,1,2018-10-05,,1540821,59,2490,3,USD
1226015,2,2018-10-05,,1540821,59,1427,4,USD
1226016,1,2018-10-05,,1942072,55,2194,1,USD
1226016,2,2018-10-05,,1942072,55,165,1,USD
1226016,3,2018-10-05,,1942072,55,460,3,USD
1226016,4,2018-10-05,,1942072,55,389,3,USD
1226016,5,2018-10-05,,1942072,55,1616,1,USD
1226016,6,2018-10-05,,1942072,55,420,7,USD
1226017,1,2018-10-05,,249269,9,1312,4,CAD
1226017,2,2018-10-05,,249269,9,1687,1,CAD
1226018,1,2018-10-05,,1646713,53,2071,2,USD
1226020,1,2018-10-05,5/16/2018,388302,0,602,6,CAD
1226020,2,2018-10-05,5/16/2018,388302,0,1437,4,CAD
1226020,3,2018-10-05,5/16/2018,388302,0,434,3,CAD
1226020,4,2018-10-05,5/16/2018,388302,0,105,5,CAD
1226021,1,2018-10-05,,1414248,44,438,2,USD
1226021,2,2018-10-05,,1414248,44,1488,4,USD
1226021,3,2018-10-05,,1414248,44,644,6,USD
1226022,1,2018-10-05,,642856,15,338,1,EUR
1227002,1,2018-11-05,,1736495,65,1680,2,USD
1227002,2,2018-11-05,,1736495,65,433,1,USD
1227003,1,2018-11-05,,948656,36,1514,2,GBP
1227003,2,2018-11-05,,948656,36,1651,7,GBP
1227004,1,2018-11-05,,1713898,43,180,1,USD
1227004,2,2018-11-05,,1713898,43,101,1,USD
1227005,1,2018-11-05,5/17/2018,526851,0,347,4,EUR
1227005,2,2018-11-05,5/17/2018,526851,0,1137,2,EUR
1227007,1,2018-11-05,,1306550,66,1768,4,USD
1227007,2,2018-11-05,,1306550,66,1660,1,USD
1227007,3,2018-11-05,,1306550,66,1266,3,USD
1227007,4,2018-11-05,,1306550,66,113,1,USD
1227007,5,2018-11-05,,1306550,66,348,9,USD
1227007,6,2018-11-05,,1306550,66,66,2,USD
1227008,1,2018-11-05,,1495710,65,1922,4,USD
1227010,1,2018-11-05,,253141,10,1660,4,CAD
1227010,2,2018-11-05,,253141,10,1695,3,CAD
1227010,3,2018-11-05,,253141,10,2055,1,CAD
1227011,1,2018-11-05,,454192,23,1501,2,EUR
1227011,2,2018-11-05,,454192,23,1394,3,EUR
1227011,3,2018-11-05,,454192,23,440,6,EUR
1227011,4,2018-11-05,,454192,23,1771,1,EUR
1227011,5,2018-11-05,,454192,23,1670,3,EUR
1227011,6,2018-11-05,,454192,23,2283,6,EUR
1227012,1,2018-11-05,,622003,14,85,3,EUR
1227013,1,2018-11-05,,329905,10,495,3,CAD
1227013,2,2018-11-05,,329905,10,1649,10,CAD
1227014,1,2018-11-05,,1881107,64,1989,5,USD
1227014,2,2018-11-05,,1881107,64,1456,8,USD
1227014,3,2018-11-05,,1881107,64,1621,5,USD
1227014,4,2018-11-05,,1881107,64,1875,7,USD
1228000,1,2018-12-05,,2095590,56,85,2,USD
1228001,1,2018-12-05,,266492,9,1572,4,CAD
1228001,2,2018-12-05,,266492,9,1882,4,CAD
1228001,3,2018-12-05,,266492,9,2107,1,CAD
1228002,1,2018-12-05,,1948539,44,1698,1,USD
1228003,1,2018-12-05,5/15/2018,1457295,0,396,2,USD
1228003,2,2018-12-05,5/15/2018,1457295,0,1982,3,USD
1228005,1,2018-12-05,,1401276,51,450,2,USD
1228006,1,2018-12-05,,444252,23,65,1,EUR
1228007,1,2018-12-05,,552019,22,1675,1,EUR
1228008,1,2018-12-05,5/14/2018,808497,0,1267,4,EUR
1228008,2,2018-12-05,5/14/2018,808497,0,1313,5,EUR
1228008,3,2018-12-05,5/14/2018,808497,0,305,3,EUR
1228009,1,2018-12-05,,1741021,50,61,6,USD
1228009,2,2018-12-05,,1741021,50,424,1,USD
1228010,1,2018-12-05,,407295,19,428,1,EUR
1228010,2,2018-12-05,,407295,19,1033,2,EUR
1228011,1,2018-12-05,5/18/2018,715102,0,66,4,EUR
1228011,3,2018-12-05,5/18/2018,715102,0,1746,2,EUR
1228011,4,2018-12-05,5/18/2018,715102,0,1590,1,EUR
1228011,5,2018-12-05,5/18/2018,715102,0,89,2,EUR
1228011,6,2018-12-05,5/18/2018,715102,0,56,2,EUR
1228011,7,2018-12-05,5/18/2018,715102,0,2164,3,EUR
1228012,1,2018-12-05,,1157063,40,1578,1,GBP
1228012,2,2018-12-05,,1157063,40,1581,5,GBP
1228012,3,2018-12-05,,1157063,40,87,1,GBP
1228012,4,2018-12-05,,1157063,40,1625,4,GBP
1228013,1,2018-12-05,5/19/2018,1232975,0,2076,2,USD
1228013,2,2018-12-05,5/19/2018,1232975,0,1052,2,USD
1228013,3,2018-12-05,5/19/2018,1232975,0,1698,1,USD
1228014,1,2018-12-05,,616327,12,114,5,EUR
1228014,2,2018-12-05,,616327,12,1329,1,EUR
1228014,3,2018-12-05,,616327,12,1067,6,EUR
1228014,4,2018-12-05,,616327,12,75,1,EUR
1228014,5,2018-12-05,,616327,12,351,1,EUR
1228014,6,2018-12-05,,616327,12,448,1,EUR
1228014,7,2018-12-05,,616327,12,558,2,EUR
1228015,1,2018-12-05,,221924,10,490,2,CAD
1228016,1,2018-12-05,,85804,6,1652,3,AUD
1228016,2,2018-12-05,,85804,6,146,2,AUD
1228017,1,2018-12-05,,926578,39,1702,3,GBP
1228017,2,2018-12-05,,926578,39,2267,5,GBP
1228017,3,2018-12-05,,926578,39,691,3,GBP
1228018,1,2018-12-05,,732008,30,1344,1,EUR
1228019,1,2018-12-05,5/16/2018,1057055,0,1604,4,GBP
1228019,2,2018-12-05,5/16/2018,1057055,0,1648,1,GBP
1228019,3,2018-12-05,5/16/2018,1057055,0,1648,1,GBP
1228021,1,2018-12-05,,1346496,50,429,2,USD
1228021,2,2018-12-05,,1346496,50,1522,4,USD
1228024,1,2018-12-05,,1261825,61,1703,6,USD
1228025,1,2018-12-05,,558163,19,93,5,EUR
1248000,1,2018-01-06,,639839,15,1521,1,EUR
1248002,1,2018-01-06,,432958,22,65,1,EUR
1248002,2,2018-01-06,,432958,22,95,4,EUR
1248004,1,2018-01-06,06-05-2018,1820377,0,611,2,USD
1248004,2,2018-01-06,06-05-2018,1820377,0,396,3,USD
1248004,3,2018-01-06,06-05-2018,1820377,0,1025,7,USD
1248004,4,2018-01-06,06-05-2018,1820377,0,1301,3,USD
1248005,1,2018-01-06,,100092,5,89,5,AUD
1248005,2,2018-01-06,,100092,5,11,3,AUD
1248006,1,2018-01-06,,332332,10,77,2,CAD
1248006,3,2018-01-06,,332332,10,123,3,CAD
1248006,4,2018-01-06,,332332,10,450,9,CAD
1248006,5,2018-01-06,,332332,10,183,1,CAD
1248006,6,2018-01-06,,332332,10,456,3,CAD
1248006,7,2018-01-06,,332332,10,1100,3,CAD
1248007,1,2018-01-06,,684747,17,1628,5,EUR
1248007,2,2018-01-06,,684747,17,1386,3,EUR
1248009,1,2018-01-06,,1021645,39,101,7,GBP
1248009,2,2018-01-06,,1021645,39,1562,2,GBP
1248009,3,2018-01-06,,1021645,39,51,1,GBP
1248010,1,2018-01-06,,1964297,57,31,5,USD
1248011,1,2018-01-06,,1558454,48,1300,3,USD
1248011,2,2018-01-06,,1558454,48,189,3,USD
1248011,3,2018-01-06,,1558454,48,77,1,USD
1248013,1,2018-01-06,,1162946,41,720,3,GBP
1248013,2,2018-01-06,,1162946,41,2033,3,GBP
1248013,3,2018-01-06,,1162946,41,971,1,GBP
1248014,1,2018-01-06,06-04-2018,1414525,0,1663,1,USD
1248014,2,2018-01-06,06-04-2018,1414525,0,454,1,USD
1248014,3,2018-01-06,06-04-2018,1414525,0,1332,6,USD
1248015,1,2018-01-06,,1328055,44,1674,8,USD
1248015,2,2018-01-06,,1328055,44,1754,4,USD
1248015,3,2018-01-06,,1328055,44,46,1,USD
1248015,4,2018-01-06,,1328055,44,1648,1,USD
1249000,1,2018-02-06,,1075190,42,456,1,GBP
1249000,2,2018-02-06,,1075190,42,293,1,GBP
1249000,3,2018-02-06,,1075190,42,97,2,GBP
1249000,4,2018-02-06,,1075190,42,1160,3,GBP
1249000,5,2018-02-06,,1075190,42,2441,2,GBP
1249001,1,2018-02-06,06-08-2018,1565782,0,1411,1,USD
1249002,1,2018-02-06,,1824698,54,99,2,USD
1249003,1,2018-02-06,06-06-2018,1038441,0,1438,1,GBP
1249004,1,2018-02-06,,1307296,45,423,3,USD
1249004,2,2018-02-06,,1307296,45,160,9,USD
1249005,1,2018-02-06,,1585932,54,1989,2,USD
1249005,2,2018-02-06,,1585932,54,1855,2,USD
1249005,3,2018-02-06,,1585932,54,434,1,USD
1249005,4,2018-02-06,,1585932,54,2110,2,USD
1249007,1,2018-02-06,,1054835,41,1572,1,GBP
1249007,2,2018-02-06,,1054835,41,477,4,GBP
1249007,3,2018-02-06,,1054835,41,61,1,GBP
1249007,4,2018-02-06,,1054835,41,1614,4,GBP
1249007,5,2018-02-06,,1054835,41,440,1,GBP
1249007,6,2018-02-06,,1054835,41,111,4,GBP
1249008,1,2018-02-06,,968226,36,533,1,GBP
1249009,1,2018-02-06,,830137,31,187,4,EUR
1249010,1,2018-02-06,06-09-2018,1577297,0,56,1,USD
1249011,1,2018-02-06,,2064325,48,112,1,USD
1249012,1,2018-02-06,,69707,1,2478,3,AUD
1249012,2,2018-02-06,,69707,1,746,1,AUD
1249012,3,2018-02-06,,69707,1,1635,1,AUD
1249014,1,2018-02-06,,1633498,64,424,2,USD
1249014,2,2018-02-06,,1633498,64,528,2,USD
1249015,1,2018-02-06,,1137958,41,447,2,GBP
1249015,2,2018-02-06,,1137958,41,1757,1,GBP
1249016,1,2018-02-06,,2060328,51,1984,1,USD
1249017,1,2018-02-06,,2021353,64,2021,3,USD
1249017,2,2018-02-06,,2021353,64,699,2,USD
1249017,3,2018-02-06,,2021353,64,801,7,USD
1249017,4,2018-02-06,,2021353,64,917,2,USD
1249018,1,2018-02-06,06-08-2018,1982336,0,1991,1,USD
1249018,2,2018-02-06,06-08-2018,1982336,0,1605,3,USD
1249018,3,2018-02-06,06-08-2018,1982336,0,1812,4,USD
1249018,4,2018-02-06,06-08-2018,1982336,0,1047,1,USD
1249019,1,2018-02-06,,790593,29,522,1,EUR
1249019,2,2018-02-06,,790593,29,1606,2,EUR
1249019,3,2018-02-06,,790593,29,2107,4,EUR
1249019,4,2018-02-06,,790593,29,1755,7,EUR
1249020,1,2018-02-06,06-07-2018,662960,0,1584,1,EUR
1249020,2,2018-02-06,06-07-2018,662960,0,1625,7,EUR
1249021,1,2018-02-06,,848897,33,1728,3,EUR
1249023,1,2018-02-06,,234648,8,1493,3,CAD
1249023,2,2018-02-06,,234648,8,1774,2,CAD
1249023,3,2018-02-06,,234648,8,1457,9,CAD
1249024,1,2018-02-06,,1278417,47,1249,9,USD
1249025,1,2018-02-06,,1344488,65,1401,1,USD
1249027,1,2018-02-06,,2091926,54,405,2,USD
1249028,1,2018-02-06,06-08-2018,1031814,0,59,4,GBP
1249028,2,2018-02-06,06-08-2018,1031814,0,1589,4,GBP
1250000,1,2018-03-06,06-11-2018,971822,0,95,3,GBP
1250001,1,2018-03-06,06-10-2018,1416995,0,1585,1,USD
1250001,2,2018-03-06,06-10-2018,1416995,0,1694,3,USD
1250001,3,2018-03-06,06-10-2018,1416995,0,1445,2,USD
1251000,1,2018-04-06,,2095351,51,2021,2,USD
1251001,1,2018-04-06,,717147,29,1954,1,EUR
1251001,2,2018-04-06,,717147,29,1842,1,EUR
1251001,3,2018-04-06,,717147,29,585,2,EUR
1251002,1,2018-04-06,,530618,21,458,4,EUR
1251004,1,2018-04-06,,1830222,66,898,2,USD
1251004,2,2018-04-06,,1830222,66,16,1,USD
1251004,3,2018-04-06,,1830222,66,403,1,USD
1251005,1,2018-04-06,,184327,4,2504,2,AUD
1251005,2,2018-04-06,,184327,4,2444,1,AUD
1251007,1,2018-04-06,,1011540,39,1596,2,GBP
1251007,2,2018-04-06,,1011540,39,73,1,GBP
1251007,3,2018-04-06,,1011540,39,454,1,GBP
1251007,4,2018-04-06,,1011540,39,1588,2,GBP
1251009,1,2018-04-06,,1522440,50,2512,6,USD
1251010,1,2018-04-06,,1127381,42,1623,2,GBP
1251012,1,2018-04-06,,578407,27,64,3,EUR
1251012,2,2018-04-06,,578407,27,1831,8,EUR
1252000,1,2018-05-06,,947510,38,1265,1,GBP
1252000,2,2018-05-06,,947510,38,1665,2,GBP
1252001,1,2018-05-06,,1837395,50,2011,3,USD
1252002,1,2018-05-06,,1373635,43,418,1,USD
1252002,2,2018-05-06,,1373635,43,106,3,USD
1252003,1,2018-05-06,06-09-2018,1678735,0,1413,6,USD
1252003,2,2018-05-06,06-09-2018,1678735,0,1334,2,USD
1252004,1,2018-05-06,6/13/2018,938709,0,990,7,GBP
1252004,2,2018-05-06,6/13/2018,938709,0,1645,2,GBP
1252004,3,2018-05-06,6/13/2018,938709,0,110,8,GBP
1252005,1,2018-05-06,,1607152,56,326,2,USD
1252006,1,2018-05-06,,1047910,40,1043,1,GBP
1252007,1,2018-05-06,,544047,27,80,6,EUR
1252008,1,2018-05-06,,351202,9,658,2,CAD
1252009,1,2018-05-06,,1148016,40,1629,2,GBP
1252010,1,2018-05-06,,316235,10,98,1,CAD
1252010,2,2018-05-06,,316235,10,1611,6,CAD
1252011,1,2018-05-06,06-08-2018,328988,0,996,2,CAD
1252011,2,2018-05-06,06-08-2018,328988,0,88,2,CAD
1252011,3,2018-05-06,06-08-2018,328988,0,61,5,CAD
1252011,4,2018-05-06,06-08-2018,328988,0,1573,5,CAD
1252012,1,2018-05-06,,578888,20,1424,3,EUR
1252012,2,2018-05-06,,578888,20,1255,1,EUR
1252013,1,2018-05-06,,1887682,54,431,3,USD
1252014,1,2018-05-06,06-09-2018,1891992,0,2103,7,USD
1252014,2,2018-05-06,06-09-2018,1891992,0,87,1,USD
1252015,1,2018-05-06,,1344733,43,1595,3,USD
1252015,2,2018-05-06,,1344733,43,2097,3,USD
1252015,3,2018-05-06,,1344733,43,2094,8,USD
1252015,4,2018-05-06,,1344733,43,1493,3,USD
1253000,1,2018-06-06,,2032689,47,1797,2,USD
1253001,1,2018-06-06,06-11-2018,1918342,0,81,5,USD
1253002,1,2018-06-06,,512276,20,1485,5,EUR
1253002,2,2018-06-06,,512276,20,1588,1,EUR
1253003,1,2018-06-06,06-10-2018,1628856,0,1586,1,USD
1253003,2,2018-06-06,06-10-2018,1628856,0,428,8,USD
1253003,3,2018-06-06,06-10-2018,1628856,0,53,1,USD
1253004,1,2018-06-06,,522652,22,428,1,EUR
1253004,2,2018-06-06,,522652,22,2037,7,EUR
1253004,3,2018-06-06,,522652,22,1556,2,EUR
1253004,4,2018-06-06,,522652,22,1629,3,EUR
1253005,1,2018-06-06,6/15/2018,1525958,0,732,1,USD
1253005,2,2018-06-06,6/15/2018,1525958,0,103,1,USD
1253005,4,2018-06-06,6/15/2018,1525958,0,452,10,USD
1253007,1,2018-06-06,,1240113,53,1651,5,USD
1253007,2,2018-06-06,,1240113,53,1702,1,USD
1253007,3,2018-06-06,,1240113,53,1564,1,USD
1253008,1,2018-06-06,,1712795,59,76,5,USD
1253008,2,2018-06-06,,1712795,59,1697,3,USD
1253008,3,2018-06-06,,1712795,59,1571,3,USD
1253008,4,2018-06-06,,1712795,59,1813,1,USD
1253008,5,2018-06-06,,1712795,59,426,5,USD
1253008,6,2018-06-06,,1712795,59,1014,1,USD
1253009,1,2018-06-06,,1774119,55,32,4,USD
1253010,1,2018-06-06,,1143508,41,1520,9,GBP
1253010,2,2018-06-06,,1143508,41,1747,2,GBP
1253011,1,2018-06-06,,1586325,50,1614,6,USD
1253011,2,2018-06-06,,1586325,50,939,6,USD
1253012,1,2018-06-06,,878978,31,1462,10,EUR
1253012,2,2018-06-06,,878978,31,1615,1,EUR
1253013,1,2018-06-06,,1953190,66,1516,3,USD
1253013,2,2018-06-06,,1953190,66,140,3,USD
1253014,1,2018-06-06,,20623,5,608,7,AUD
1253014,2,2018-06-06,,20623,5,20,10,AUD
1253015,1,2018-06-06,,2071351,54,135,2,USD
1253015,2,2018-06-06,,2071351,54,1581,10,USD
1253015,3,2018-06-06,,2071351,54,417,8,USD
1253015,4,2018-06-06,,2071351,54,1638,2,USD
1253015,5,2018-06-06,,2071351,54,1648,2,USD
1253016,1,2018-06-06,,1718597,57,2501,4,USD
1253016,2,2018-06-06,,1718597,57,1663,2,USD
1253017,1,2018-06-06,,1633967,49,1595,1,USD
1253018,1,2018-06-06,06-09-2018,915874,0,427,3,GBP
1253018,2,2018-06-06,06-09-2018,915874,0,1647,1,GBP
1253018,3,2018-06-06,06-09-2018,915874,0,1637,4,GBP
1253018,4,2018-06-06,06-09-2018,915874,0,1794,2,GBP
1253018,5,2018-06-06,06-09-2018,915874,0,676,2,GBP
1253018,6,2018-06-06,06-09-2018,915874,0,1667,1,GBP
1253019,1,2018-06-06,,88047,4,17,8,AUD
1253020,1,2018-06-06,,1627570,63,1489,1,USD
1253020,2,2018-06-06,,1627570,63,88,1,USD
1254000,1,2018-07-06,,319845,9,437,2,CAD
1254000,2,2018-07-06,,319845,9,444,3,CAD
1254001,1,2018-07-06,06-11-2018,2061855,0,632,1,USD
1254001,2,2018-07-06,06-11-2018,2061855,0,2154,3,USD
1254001,3,2018-07-06,06-11-2018,2061855,0,61,6,USD
1254001,4,2018-07-06,06-11-2018,2061855,0,434,2,USD
1254001,5,2018-07-06,06-11-2018,2061855,0,1352,8,USD
1254001,6,2018-07-06,06-11-2018,2061855,0,1632,9,USD
1254001,7,2018-07-06,06-11-2018,2061855,0,1484,1,USD
1254002,1,2018-07-06,,946737,38,2508,3,GBP
1254002,2,2018-07-06,,946737,38,1612,2,GBP
1254002,3,2018-07-06,,946737,38,2513,1,GBP
1254002,4,2018-07-06,,946737,38,886,3,GBP
1254003,1,2018-07-06,,1376585,54,1618,1,USD
1254004,1,2018-07-06,06-12-2018,209685,0,2105,1,CAD
1254005,1,2018-07-06,,120952,4,1125,2,AUD
1254006,1,2018-07-06,6/14/2018,27356,0,93,1,AUD
1254007,1,2018-07-06,,149733,6,1582,3,AUD
1254007,2,2018-07-06,,149733,6,724,3,AUD
1254007,3,2018-07-06,,149733,6,1997,1,AUD
1254007,4,2018-07-06,,149733,6,399,2,AUD
1254008,1,2018-07-06,06-11-2018,1594919,0,435,1,USD
1254008,2,2018-07-06,06-11-2018,1594919,0,621,6,USD
1254008,3,2018-07-06,06-11-2018,1594919,0,821,3,USD
1254008,4,2018-07-06,06-11-2018,1594919,0,455,2,USD
1254008,5,2018-07-06,06-11-2018,1594919,0,1593,4,USD
1254008,6,2018-07-06,06-11-2018,1594919,0,1285,2,USD
1254011,1,2018-07-06,,1028704,36,1616,1,GBP
1254011,2,2018-07-06,,1028704,36,91,1,GBP
1254011,3,2018-07-06,,1028704,36,1453,3,GBP
1254011,4,2018-07-06,,1028704,36,1449,1,GBP
1254011,5,2018-07-06,,1028704,36,1647,1,GBP
1254012,1,2018-07-06,,1848290,61,2087,1,USD
1254014,1,2018-07-06,06-10-2018,1466537,0,2050,1,USD
1254016,1,2018-07-06,,848117,34,635,2,EUR
1254017,1,2018-07-06,,1912106,48,1684,1,USD
1254017,2,2018-07-06,,1912106,48,1644,3,USD
1254017,3,2018-07-06,,1912106,48,715,6,USD
1254018,1,2018-07-06,,498401,20,1017,4,EUR
1254019,1,2018-07-06,,1710315,45,1423,9,USD
1254019,2,2018-07-06,,1710315,45,332,3,USD
1254019,3,2018-07-06,,1710315,45,918,1,USD
1254020,1,2018-07-06,,1226702,59,1593,5,USD
1254021,1,2018-07-06,,1677103,64,1597,3,USD
1254021,2,2018-07-06,,1677103,64,50,7,USD
1254021,3,2018-07-06,,1677103,64,1545,5,USD
1254022,1,2018-07-06,06-10-2018,676059,0,1453,8,EUR
1254022,2,2018-07-06,06-10-2018,676059,0,360,1,EUR
1254022,3,2018-07-06,06-10-2018,676059,0,1653,7,EUR
1254023,1,2018-07-06,,2023780,51,1095,9,USD
1254023,2,2018-07-06,,2023780,51,1560,1,USD
1254023,3,2018-07-06,,2023780,51,78,2,USD
1255000,1,2018-08-06,,1238868,55,112,3,USD
1255000,2,2018-08-06,,1238868,55,2007,1,USD
1255001,1,2018-08-06,6/15/2018,421225,0,1637,1,EUR
1255001,2,2018-08-06,6/15/2018,421225,0,1657,2,EUR
1255001,3,2018-08-06,6/15/2018,421225,0,1439,3,EUR
1255002,1,2018-08-06,06-12-2018,979954,0,1698,1,GBP
1255002,2,2018-08-06,06-12-2018,979954,0,1536,2,GBP
1255002,3,2018-08-06,06-12-2018,979954,0,443,3,GBP
1255002,4,2018-08-06,06-12-2018,979954,0,1592,3,GBP
1255002,5,2018-08-06,06-12-2018,979954,0,585,1,GBP
1255003,1,2018-08-06,,229838,10,400,2,CAD
1255004,1,2018-08-06,,667393,12,444,5,EUR
1255004,2,2018-08-06,,667393,12,1910,3,EUR
1255004,3,2018-08-06,,667393,12,1635,3,EUR
1255005,1,2018-08-06,,1578249,51,67,1,USD
1255005,2,2018-08-06,,1578249,51,1012,1,USD
1255005,3,2018-08-06,,1578249,51,1579,3,USD
1255006,1,2018-08-06,,1841562,65,2166,2,USD
1255006,2,2018-08-06,,1841562,65,2159,2,USD
1255006,3,2018-08-06,,1841562,65,462,5,USD
1255007,1,2018-08-06,,701397,29,339,5,EUR
1255007,2,2018-08-06,,701397,29,1163,2,EUR
1255007,3,2018-08-06,,701397,29,680,3,EUR
1255008,1,2018-08-06,,2044217,51,1431,1,USD
1255009,1,2018-08-06,,756380,30,1696,3,EUR
1255009,2,2018-08-06,,756380,30,1682,1,EUR
1255009,3,2018-08-06,,756380,30,46,5,EUR
1255010,1,2018-08-06,6/16/2018,876841,0,61,1,EUR
1255010,2,2018-08-06,6/16/2018,876841,0,1675,6,EUR
1255010,3,2018-08-06,6/16/2018,876841,0,1319,1,EUR
1255010,4,2018-08-06,6/16/2018,876841,0,1573,2,EUR
1255011,1,2018-08-06,,1288974,47,1521,1,USD
1255011,2,2018-08-06,,1288974,47,82,2,USD
1255012,1,2018-08-06,,1185221,38,1556,2,GBP
1255012,2,2018-08-06,,1185221,38,1643,3,GBP
1255013,1,2018-08-06,,835858,31,1801,5,EUR
1255013,2,2018-08-06,,835858,31,1584,4,EUR
1255013,3,2018-08-06,,835858,31,411,4,EUR
1255013,4,2018-08-06,,835858,31,124,1,EUR
1255014,1,2018-08-06,,437439,21,1233,7,EUR
1255014,2,2018-08-06,,437439,21,1807,5,EUR
1255015,1,2018-08-06,06-12-2018,1809642,0,2501,1,USD
1255015,2,2018-08-06,06-12-2018,1809642,0,415,3,USD
1255015,3,2018-08-06,06-12-2018,1809642,0,1258,2,USD
1256001,1,2018-09-06,,1253855,62,1334,2,USD
1256001,2,2018-09-06,,1253855,62,2489,2,USD
1256001,3,2018-09-06,,1253855,62,93,2,USD
1256001,4,2018-09-06,,1253855,62,1909,2,USD
1256002,1,2018-09-06,,216267,9,1543,4,CAD
1256002,2,2018-09-06,,216267,9,1215,7,CAD
1256003,1,2018-09-06,6/13/2018,1643550,0,572,2,USD
1256004,1,2018-09-06,,2032411,64,73,2,USD
1256004,2,2018-09-06,,2032411,64,1623,1,USD
1256004,3,2018-09-06,,2032411,64,1571,1,USD
1256004,4,2018-09-06,,2032411,64,78,1,USD
1256004,5,2018-09-06,,2032411,64,448,3,USD
1256004,6,2018-09-06,,2032411,64,2457,1,USD
1256005,1,2018-09-06,,1850237,53,189,1,USD
1256005,3,2018-09-06,,1850237,53,429,5,USD
1256006,1,2018-09-06,,113635,4,1598,2,AUD
1256006,2,2018-09-06,,113635,4,325,1,AUD
